CustomerID,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,CLTV,Tenure Group,Actual Churn,Churn Probability,Predicted Churn,Churn Probability %,Risk Level,Recommended Action
8024-XNAFQ,Female,Yes,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),107.4,7748.75,5294,49+ Months,0,0.10248087341029452,0,10.25,Low Risk,Monitor
7587-RZNME,Male,No,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,43.3,123.65,4849,0-12 Months,1,0.766569459786736,1,76.66,High Risk,Contract upgrade + Security offer
1346-UFHAX,Female,No,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.0,1029.35,5577,13-24 Months,0,0.7312046273023927,1,73.12,High Risk,Contract upgrade + Tech Support
6374-NTQLP,Male,Yes,Yes,Yes,72,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.1,7447.7,5092,49+ Months,0,0.03172736020686679,0,3.17,Low Risk,Monitor
6625-FLENO,Male,No,Yes,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.75,1185.95,4927,49+ Months,0,0.020370052002851132,0,2.04,Low Risk,Monitor
7375-WMVMT,Male,Yes,Yes,No,71,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),95.5,6707.15,6412,49+ Months,0,0.13477839369301362,0,13.48,Low Risk,Monitor
6910-HADCM,Female,No,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,76.35,76.35,5613,0-12 Months,1,0.8203466120858225,1,82.03,High Risk,Contract upgrade + Security offer
7401-JIXNM,Female,No,Yes,No,54,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),91.3,4965.0,5907,49+ Months,0,0.08106209335644464,0,8.11,Low Risk,Monitor
7338-ERIVA,Male,No,No,No,39,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),45.05,1790.6,4003,25-48 Months,0,0.14795193224619335,0,14.8,Low Risk,Monitor
5376-DEQCP,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.6,70.6,4063,0-12 Months,1,0.8680352251477561,1,86.8,High Risk,Contract upgrade + Security offer
0909-SELIE,Male,No,Yes,No,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),80.8,4860.85,4302,49+ Months,0,0.06499277492561123,0,6.5,Low Risk,Monitor
5419-KLXBN,Female,No,Yes,No,25,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.15,2257.75,5853,25-48 Months,1,0.7559108854190765,1,75.59,High Risk,Contract upgrade + Security offer
0365-TRTPY,Female,No,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),91.2,3382.3,5135,25-48 Months,0,0.4486901589201871,0,44.87,Medium Risk,Monitor
6712-OAWRH,Female,Yes,No,No,26,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.25,2351.8,5154,25-48 Months,1,0.836097148361525,1,83.61,High Risk,Contract upgrade + Security offer
2428-ZMCTB,Male,No,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.75,208.25,3926,0-12 Months,0,0.34177784085543156,0,34.18,Low Risk,Monitor
1963-VAUKV,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,20.4,3663,0-12 Months,1,0.4368120675896046,0,43.68,Medium Risk,Monitor
9381-NDKME,Female,Yes,Yes,No,24,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),40.65,933.3,3843,13-24 Months,1,0.702228536355708,1,70.22,High Risk,Contract upgrade + Security offer
3729-OWRVL,Male,Yes,No,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.35,7246.15,4295,49+ Months,0,0.24072802117339145,0,24.07,Low Risk,Monitor
0895-LMRSF,Male,No,No,No,23,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),64.9,1509.8,3314,13-24 Months,0,0.4273179083707923,0,42.73,Medium Risk,Monitor
2676-SSLTO,Male,No,No,No,49,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),66.15,3199.0,6138,49+ Months,0,0.10790985503734576,0,10.79,Low Risk,Monitor
8495-PRWFH,Female,Yes,No,No,42,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,55.65,2421.75,5831,25-48 Months,0,0.4081344359580054,0,40.81,Medium Risk,Monitor
9030-QGZNL,Female,No,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.85,161.65,4249,0-12 Months,0,0.12255985531353922,0,12.26,Low Risk,Monitor
9972-NKTFD,Female,No,No,No,28,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),54.65,1517.5,3185,25-48 Months,0,0.2646641049089589,0,26.47,Low Risk,Monitor
7998-WNZEM,Male,No,No,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),80.6,5708.2,5447,49+ Months,0,0.028140449100788563,0,2.81,Low Risk,Monitor
0979-PHULV,Male,No,Yes,No,69,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.45,7007.6,4020,49+ Months,1,0.6477256424153749,1,64.77,High Risk,Contract upgrade + Security offer
6445-TNRXS,Male,No,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.7,7849.85,5671,49+ Months,0,0.045502991979787404,0,4.55,Low Risk,Monitor
9586-JGQKH,Female,No,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.4,6794.75,4512,49+ Months,0,0.25863506303637385,0,25.86,Low Risk,Monitor
3966-HRMZA,Female,Yes,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,75.05,202.9,3545,0-12 Months,0,0.7502656788886123,1,75.03,High Risk,Contract upgrade + Security offer
5498-IBWPI,Female,No,Yes,Yes,66,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),49.4,3251.85,5232,49+ Months,0,0.015530584983895937,0,1.55,Low Risk,Monitor
6823-SIDFQ,Male,No,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.25,534.7,5327,25-48 Months,0,0.09985006007169422,0,9.99,Low Risk,Monitor
2323-ARSVR,Male,No,Yes,No,67,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,111.05,7321.05,6103,49+ Months,0,0.20540029097770957,0,20.54,Low Risk,Monitor
5468-BPMMO,Male,No,Yes,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.6,851.2,5092,25-48 Months,0,0.172349535431442,0,17.23,Low Risk,Monitor
0486-HECZI,Male,No,Yes,Yes,55,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,96.75,5238.9,5154,49+ Months,1,0.2621965493990923,0,26.22,Low Risk,Monitor
2178-PMGCJ,Male,No,No,No,22,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.7,1490.4,4838,13-24 Months,0,0.7032250770175379,1,70.32,High Risk,Contract upgrade + Security offer
4660-IRIBM,Male,No,Yes,Yes,18,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,87.9,1500.5,5192,13-24 Months,0,0.37738709319523983,0,37.74,Low Risk,Monitor
9674-EHPPG,Male,No,Yes,No,46,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),40.4,1842.7,2519,25-48 Months,0,0.060703593483007245,0,6.07,Low Risk,Monitor
5606-AMZBO,Female,No,Yes,No,10,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),78.15,765.15,3403,0-12 Months,0,0.7956966395040059,1,79.57,High Risk,Contract upgrade + Tech Support
0665-XHDJU,Male,No,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,99.4,7285.7,6022,49+ Months,0,0.37339531545787447,0,37.34,Low Risk,Monitor
5402-HTOTQ,Male,No,No,No,16,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.3,875.35,3771,13-24 Months,0,0.6104897481202036,0,61.05,Medium Risk,Monitor
8258-GSTJK,Male,Yes,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,77.0,237.75,3128,0-12 Months,1,0.8894297751200662,1,88.94,High Risk,Contract upgrade + Security offer
3787-TRIAL,Male,No,Yes,Yes,21,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,26.05,565.75,4302,13-24 Months,0,0.38585736924036806,0,38.59,Low Risk,Monitor
6175-IRFIT,Male,No,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,78.75,426.35,2610,0-12 Months,0,0.7935098638050034,1,79.35,High Risk,Contract upgrade + Security offer
6317-YPKDH,Female,No,No,No,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.95,29.95,4534,0-12 Months,1,0.7093482296956404,1,70.93,High Risk,Contract upgrade + Security offer
5692-FPTAH,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.4,45.4,2168,0-12 Months,1,0.6886754209422832,1,68.87,High Risk,Contract upgrade + Security offer
5373-SFODM,Male,Yes,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.25,3132.75,3041,25-48 Months,1,0.7740851947625131,1,77.41,High Risk,Contract upgrade + Security offer
0868-VJRDR,Male,No,Yes,No,64,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.05,6605.55,4337,49+ Months,0,0.15436180299121566,0,15.44,Low Risk,Monitor
4079-VTGLK,Male,Yes,Yes,No,30,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,74.85,2181.75,5610,25-48 Months,0,0.3792065991972808,0,37.92,Low Risk,Monitor
1166-PQLGG,Female,No,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.55,1463.45,4424,49+ Months,0,0.0020734110959879223,0,0.21,Low Risk,Monitor
5296-BFCYD,Male,No,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.1,936.85,3392,25-48 Months,0,0.009284967475721632,0,0.93,Low Risk,Monitor
6568-POCUI,Female,No,Yes,No,45,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),95.2,4285.8,3363,25-48 Months,0,0.3083524763506537,0,30.84,Low Risk,Monitor
2839-RFSQE,Female,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.65,38.7,3845,0-12 Months,1,0.42554073810707466,0,42.55,Medium Risk,Monitor
2188-SXWVT,Female,No,No,No,34,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,55.0,1885.15,4027,25-48 Months,0,0.1173397872696862,0,11.73,Low Risk,Monitor
8849-GYOKR,Female,No,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),106.55,5763.3,4893,49+ Months,1,0.3680301364477092,0,36.8,Low Risk,Monitor
3623-FQBOX,Male,No,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.95,416.4,3632,13-24 Months,0,0.31122695432648456,0,31.12,Low Risk,Monitor
2649-HWLYB,Male,No,Yes,No,65,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),76.15,4929.55,6177,49+ Months,0,0.04777119764218342,0,4.78,Low Risk,Monitor
0599-XNYDO,Female,No,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.8,1540.35,5456,13-24 Months,0,0.7684886097802341,1,76.85,High Risk,Contract upgrade + Security offer
2514-GINMM,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.5,79.5,4490,0-12 Months,1,0.8953964399933123,1,89.54,High Risk,Contract upgrade + Security offer
8401-EMUWF,Male,No,Yes,Yes,42,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),69.4,3058.3,4701,25-48 Months,0,0.12730786783990894,0,12.73,Low Risk,Monitor
5766-ZJYBB,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.4,19.4,4152,0-12 Months,1,0.45003048062112394,0,45.0,Medium Risk,Monitor
2604-IJPDU,Female,No,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.55,1901.65,4382,13-24 Months,0,0.7190652275070264,1,71.91,High Risk,Contract upgrade + Payment review
2501-XWWTZ,Male,No,No,No,11,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.2,760.05,2535,0-12 Months,0,0.7738449377892357,1,77.38,High Risk,Contract upgrade + Security offer
6370-ZVHDV,Female,No,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.3,1554.9,4501,49+ Months,0,0.023019986497032414,0,2.3,Low Risk,Monitor
3027-YNWZU,Female,No,Yes,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.0,1584.8,5538,49+ Months,0,0.02034732808176078,0,2.03,Low Risk,Monitor
4526-ZJJTM,Female,Yes,Yes,No,25,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),88.4,2191.15,4849,25-48 Months,0,0.6985285510144863,1,69.85,High Risk,Contract upgrade + Security offer
0440-QEXBZ,Female,No,No,No,44,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.15,2139.1,5790,25-48 Months,0,0.37083657225263994,0,37.08,Low Risk,Monitor
0330-IVZHA,Female,No,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.95,330.15,2969,0-12 Months,1,0.8448546929288333,1,84.49,High Risk,Contract upgrade + Security offer
9758-MFWGD,Female,Yes,Yes,Yes,48,No,No phone service,DSL,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),29.9,1388.75,2617,25-48 Months,0,0.03696674675876921,0,3.7,Low Risk,Monitor
4229-CZMLL,Male,No,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,469.8,4160,0-12 Months,1,0.8827013415697286,1,88.27,High Risk,Contract upgrade + Security offer
0742-MOABM,Male,No,Yes,No,4,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,50.05,179.35,3394,0-12 Months,1,0.584055007291535,0,58.41,Medium Risk,Monitor
4277-BWBML,Male,No,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.95,1322.85,5092,49+ Months,0,0.002076189258607526,0,0.21,Low Risk,Monitor
5136-GFPMB,Male,No,No,No,54,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),89.4,4869.5,5871,49+ Months,0,0.527479294443165,0,52.75,Medium Risk,Monitor
7520-HQWJU,Female,No,Yes,Yes,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),67.45,4508.65,4172,49+ Months,0,0.04124090010852536,0,4.12,Low Risk,Monitor
6304-IJFSQ,Male,No,No,No,3,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,49.9,130.1,5585,0-12 Months,1,0.6620174086636987,1,66.2,High Risk,Contract upgrade + Security offer
0297-RBCSG,Male,No,No,No,19,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),65.35,1231.85,2051,13-24 Months,0,0.2904348127577679,0,29.04,Low Risk,Monitor
6013-BHCAW,Male,No,Yes,Yes,61,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),81.0,4976.15,4151,49+ Months,0,0.028285335392080398,0,2.83,Low Risk,Monitor
4402-FTBXC,Male,No,No,No,54,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,89.8,4667.0,4980,49+ Months,0,0.3596639445800797,0,35.97,Low Risk,Monitor
1471-GIQKQ,Female,No,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,49.95,49.95,5230,0-12 Months,0,0.68141175872102,1,68.14,High Risk,Contract upgrade + Security offer
4283-FUTGF,Male,Yes,No,No,19,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.85,1471.75,3715,13-24 Months,1,0.8258851477711027,1,82.59,High Risk,Contract upgrade + Security offer
9548-LERKT,Male,No,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,483.15,3455,13-24 Months,0,0.08529757450916002,0,8.53,Low Risk,Monitor
8059-UDZFY,Female,Yes,No,Yes,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,3465.05,4738,25-48 Months,0,0.39111571441131193,0,39.11,Low Risk,Monitor
0410-IPFTY,Female,No,Yes,No,31,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),83.85,2674.15,4283,25-48 Months,0,0.7285621882232168,1,72.86,High Risk,Contract upgrade + Security offer
2478-EEWWM,Male,No,Yes,No,59,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.3,2666.75,5905,49+ Months,0,0.5648855536547619,0,56.49,Medium Risk,Monitor
4619-EVPHY,Female,Yes,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),91.0,1859.5,3748,13-24 Months,0,0.7088968382387194,1,70.89,High Risk,Promote Online Security
2277-DJJDL,Male,Yes,Yes,No,60,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.0,6017.9,4763,49+ Months,0,0.7311869309659536,1,73.12,High Risk,Contract upgrade + Security offer
2911-WDXMV,Male,No,No,Yes,18,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),80.55,1406.65,5334,13-24 Months,0,0.38850133929997943,0,38.85,Low Risk,Monitor
3639-XJHKQ,Female,No,No,Yes,19,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,60.6,1297.8,2463,13-24 Months,0,0.15694737820743027,0,15.69,Low Risk,Monitor
8173-RXAYP,Female,No,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,452.55,4642,13-24 Months,0,0.017770227685200556,0,1.78,Low Risk,Monitor
4537-CIBHB,Female,No,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.25,172.35,4272,0-12 Months,0,0.06075406499343139,0,6.08,Low Risk,Monitor
5442-BXVND,Female,No,Yes,Yes,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),24.25,838.5,5531,25-48 Months,0,0.061805518602172566,0,6.18,Low Risk,Monitor
2308-STERM,Female,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.4,61.05,5816,0-12 Months,0,0.44159443371290125,0,44.16,Medium Risk,Monitor
7159-NOKYQ,Male,No,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,93.15,6368.2,4001,49+ Months,0,0.31853257032832105,0,31.85,Low Risk,Monitor
6075-QMNRR,Female,No,No,No,52,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.75,2535.55,6334,49+ Months,0,0.1835819834014303,0,18.36,Low Risk,Monitor
3694-GLTJM,Female,No,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.65,92.05,2878,0-12 Months,0,0.459534924220075,0,45.95,Medium Risk,Monitor
9629-NHXFW,Female,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.4,19.4,3160,0-12 Months,0,0.21755594519919932,0,21.76,Low Risk,Monitor
7167-PCEYD,Male,No,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.8,1311.3,4260,49+ Months,0,0.014179198707569382,0,1.42,Low Risk,Monitor
2748-MYRVK,Female,No,No,No,63,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),99.9,6137.0,4776,49+ Months,1,0.3188007140373589,0,31.88,Low Risk,Monitor
4223-WOZCM,Male,Yes,No,No,2,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,49.95,107.1,5251,0-12 Months,0,0.6219491251165787,1,62.19,High Risk,Contract upgrade + Security offer
